sessionId	categorys	items
1632	0,0,0,0,0	130,51,52,492,1417
1633	5,5	1548,1549
1637	2,2,2,2,2,2,2,2,2,2	1355,1550,1551,1552,999,1553,607,608,1554,608
1641	0,0,0,0,0,0,0,0,0	313,314,31,397,46,1555,1287,1218,1219
1646	0,0	1556,1557
1647	0,0	127,728
1649	8,8,8	1027,687,1027
1650	8,8	1558,1559
1653	0,0	1560,116
1654	1,1,1	1561,1562,1563
1656	8,8	1457,1564
1657	0,0	182,51
1659	5,5,5,5	317,479,1565,654
1661	2,2,2,2	295,1566,1567,295
1662	8,4,4,4,4,1,0,0,0,0,4,0,0,0	468,1568,1569,1568,1570,1571,715,1572,287,289,1568,1573,660,407
1663	2,2	507,241
1664	5,5,5,5	1574,1575,1576,1574
1665	0,0,0,0	1122,492,1122,26
1668	2,2,8	1577,1578,1579
1670	2,2	168,160
1671	0,0,0,0,0,0,0	968,25,800,710,31,46,915
1674	5,5	1580,566
1678	8,2,2	215,1581,1582
1680	2,2,2	418,1583,418
1683	0,0,0,0	1584,1036,1037,981
1685	2,2,2,2,2	729,1540,729,1540,1538
1687	5,5,5,5,8,8,8,8,8,8	991,1585,1586,1587,1588,1589,1436,1590,1591,1447
1688	2,2	1592,1592
1689	2,2,2,2,2,2,2,2,2,2,2,2,2,2	862,926,1593,926,1593,764,765,1594,764,368,861,1595,1596,862
1691	0,0,0,0	126,169,187,927
1692	0,0	1597,1182
1694	2,2,2,2,2,2,2,2,2,2,2,2	244,371,236,0,236,237,1598,769,1598,1599,1600,371
1695	2,2,2,2,2,2,2,2,2,2,2,2	18,19,367,17,367,48,300,718,1540,729,1538,638
1698	0,0	397,31
1699	8,8,8	1601,1602,908
1703	1,1,1	524,554,522
1705	12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,7,7	174,1603,525,1604,1605,1606,1607,657,1608,1609,1610,658,1611,1612,1613,1614,1615,1616,1617,1618,174,1618,1617,1616,1615,1619,1619
1710	2,2	993,1620
1711	2,2	1444,701
1712	5,5	1266,1621
1714	2,2,2,2,2,2,2,2,2,2,2,2,2	594,663,855,911,344,23,346,344,24,1622,702,1623,1624
1715	7,7	1625,1626
1716	5,5	1627,1628
1717	1,1,1,1	1629,33,522,1629
1718	5,5	1630,1631
1719	12,12,12,12,7	1609,1632,1606,1609,1633
1720	6,6,6	605,604,1634
1727	0,0	116,785
1730	2,2,2,2,2,2,2,2,2,2	291,1635,291,1636,1637,291,729,219,222,1600
1733	0,0,0,0	778,661,114,63
1735	2,2,2,2,2,2,2,2,2,2	1511,1638,595,1639,1640,596,1640,1641,1515,1346
1737	8,8,8,8,8,8,8	615,613,615,614,613,615,614
1738	2,2	1642,1643
1740	0,5	1644,1645
1744	2,2	41,39
1747	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	1393,1646,1118,979,980,1647,1648,1649,1650,1651,1649,1650,1648,1650,1651,1652,1651,1649,1648
1758	2,2	1653,1642
1761	5,5,5,2,2,2,2,2,2,2,2	1250,1654,1170,1655,190,1656,1657,1429,190,797,1658
1766	5,5,4	1659,1660,1661
1767	2,2,2	1662,1663,1662
1769	9,2	1664,355
1772	2,2,2	646,600,1665
1776	0,0,0	1666,50,516
1777	2,2	1667,1668
1778	2,2,2	1669,1670,1443
1782	2,2,2,2,2,2,2	1540,1539,300,729,1671,1451,1672
1786	0,0	785,116
1790	5,5	496,1077
1791	2,2,2,2	371,243,244,371
1797	2,2,2,2	291,1673,291,305
1800	4,4,4,4,4,4	1674,1675,223,178,1674,178
1802	0,0,0	74,116,188
1803	5,2,2,2,2	1676,161,910,23,1657
1805	0,0	1677,1678
1807	5,5,5,5	226,376,1679,679
1809	1,1	1680,1681
1810	5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5	1386,1682,1683,1684,1685,1682,193,1686,1687,1686,1688,1689,1690,1691,1692,1693,498,71,1694,1695,1696,1695,1697,1698,1699
1815	0,0,0,0,0	188,439,754,439,754
1820	8,8	1391,1700
1824	2,2	1622,701
1827	2,2	1701,1702
1835	2,2,2	872,1620,875
1838	12,7,7	1703,1704,1705
1843	2,2	1706,1707
1845	2,2,2,2	1150,1149,1150,1149
1846	5,5,5,5	1708,1709,1708,1710
1847	1,1	1711,1712
1849	5,5	1713,741
1850	1,1,1,1,1,1,1,1	1714,1715,1716,1714,1715,1716,1715,1714
1852	0,0,0	116,74,30
1856	9,9	1717,1718
1858	4,2,2,2,2,2,2,2,2	1719,1720,1093,1094,160,161,310,307,1720
1859	5,5,5,5	1721,877,1722,1723
1860	4,4,2	277,1724,1725
1865	2,2	1321,0
1866	2,2	263,147
1867	2,2,2,2,2,2,2,2,2,2,2,2,2,2	1726,1727,818,1727,819,1432,1728,1510,349,341,1510,349,148,1192
1872	0,0,2	982,1729,1730
1874	2,2	87,148
1875	2,2,2,2	694,688,346,345
1876	5,2,2,5	556,1504,1020,556
1877	5,1,5,5,5,5,5,5	388,1731,387,1732,1733,1734,1735,1736
1881	2,2,2	1737,643,1738
1884	8,8	60,687
1885	2,2	235,3
1886	0,0	1739,1740
1887	2,2,2,2,2,2,2	1741,1742,1741,1742,1742,1743,1744
1891	5,5,5	1745,1746,1747
1892	5,5	1747,1748
1897	2,2,2,2,2,2,2,2	3,249,3,240,3,235,240,1400
1900	5,5,5	1749,226,1750
1901	6,6	86,85
1904	4,4,5,5	1751,1752,1631,1753
1907	5,5,5,5,5,5,5,5,5,5	1585,1077,1585,1077,557,1076,558,557,1585,1077
1908	7,7,7,7,7	1754,1755,1754,1110,711
1910	8,8	1454,1602
1911	0,0	130,573
1913	5,5,5	1756,1756,1756
1914	4,4,4,4	739,224,1757,1674
1915	2,2	219,220
1916	2,2,2,2,2,1,1	161,663,347,252,347,685,35
1917	5,5,5,5	651,650,651,1228
1919	2,2,2	1758,1759,1760
1920	0,0,0	116,74,188
1924	2,2,2,2	1761,1762,1763,1764
1927	4,5	1765,1766
1932	9,9,9,9,9	204,1767,1768,1769,202
1933	2,2	653,1770
1935	0,0,0,0	181,130,512,182
1937	2,2	1771,1126
1938	1,1	1274,1680
1940	2,2	1642,1653
1941	5,5	1772,1732
1952	2,2,2,2,2	1773,1774,1773,7,1773
1955	1,1	1775,1776
1957	8,8	776,777
1959	5,5,5	1076,1077,1777
1961	0,0,0,0,0	191,192,1778,1779,529
1963	2,2,2	1780,716,1781
1964	2,2	1782,507
1970	2,2,2	1783,1784,1783
1971	0,0,0,0,0,0,0	1785,1786,975,974,1787,315,1788
1973	2,2,2,2,2,2,2,2,2,2,2	749,1552,1553,999,518,999,518,999,1553,1789,1790
1974	8,8,8	1791,1792,1791
1975	8,5	1793,1660
1979	2,2	1794,1795
1981	2,2	1796,747
1982	2,4	252,1797
1983	2,2	1798,1799
1986	8,8	1800,942
1992	0,1	130,121
1994	0,0	181,182
1995	2,2,2	1155,1801,1764
1996	5,5,5,5,5,5,5,5,5,5,5,5	1802,1803,1802,1804,299,1805,1806,1807,1808,1493,1809,742
1997	0,0,0,0	128,129,132,50
2002	5,5,5	1810,1811,1810
2003	0,0	116,188
2004	6,6,6,6	330,1812,329,331
2005	2,2	1813,667
2006	2,2,2	54,1021,1023
2009	2,2	1209,1814
2011	2,2,2	1815,240,248
2013	0,0	681,1035
2018	2,2,2	1152,18,366
2019	2,2,2,2,2,2,2	1337,240,235,249,2,3,235
2020	2,2	1432,1816
2021	0,0	1817,573
2022	2,2	1671,1818
2026	5,5,5,5,5,5,10	1587,1819,1732,1820,388,591,1821
2031	2,2	189,441
2032	2,2	588,1822
2033	2,2,0	1129,1823,1824
2036	2,2	1825,1826
2037	0,0,0,0	130,155,52,156
2042	5,5	1827,1828
2043	7,7	1829,1830
2046	7,7	1831,1523
2049	2,2,2	790,572,790
2050	1,1	1832,1833
2051	0,0,0,0,0,0	972,516,32,313,314,27
2053	9,6	1834,324
2054	2,2	1835,1780
2055	0,0,3	573,1255,1836
2060	0,0,0	188,754,188
2061	0,0	946,945
2062	2,2	108,263
2064	0,0	1261,927
2065	5,5,5,5,5,5,5	1837,1838,1837,1839,1838,372,1840
2066	1,1	137,1147
2067	2,2,2	1637,1636,1637
2070	0,0,0,0	156,157,155,51
2071	5,5,5	1841,1842,1843
2073	2,2	3,520
2078	3,10	1844,1845
2081	0,4,0,4,0	1846,1847,1848,1849,1850
2082	6,6,6	821,1851,821
2084	0,0,0,0,0	51,1666,51,181,512
2085	1,1,1,1	1852,1853,1854,1853
2086	2,2	1855,1856
2088	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1	1650,1857,1651,183,1858,1859,183,1860,1861,1862,1651,1857,1649,1863,1864,1865,1866,1867,1868,977,976,1869
2089	4,4	1206,1870
2097	8,8,8,8,8,8	60,687,1027,687,118,687
2099	0,0,0,0,0	10,945,1416,946,10
2101	2,2	147,189
2104	3,3,3	1871,1872,1871
2105	2,2	1873,1874
2108	0,0	439,738
2109	0,0	439,754
2110	2,2	419,1875
2111	5,5	1876,1877
2113	0,0,0,0	779,682,778,1878
2115	4,4,4	1879,1880,1751
2117	4,4,4	1283,1282,579
2121	2,2,2,2,2	1152,367,366,1881,1152
2122	0,0,0,0,0,0,0,3	1882,127,187,126,529,314,1351,1075
2124	2,2,2,2,2,5,5	999,855,161,168,910,1412,556
2127	2,2,2,3	1883,1884,1885,302
2128	5,0,2	955,1122,1886
2129	2,2,2	607,1887,1888
2130	1,1,1,1	1889,584,990,1890
2131	0,0	188,116
2132	2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2	47,249,3,49,852,17,367,47,361,362,753,1062,1063,49,18,852,366
2134	2,2,2	19,47,19
2140	0,0,0	1122,182,52
2141	0,0	188,754
2143	0,0	116,74
2145	2,2,2,2,2,2	1064,551,296,1891,296,295
2147	5,5,5,5,5,5	1892,1893,1894,1895,1896,1897
2151	2,2	1898,1899
2154	2,2	663,594
2156	2,2	1900,1901
2159	2,2,2	240,264,508
2160	2,2	1187,1189
2161	0,1,1,1,1,1	283,1340,34,35,33,36
2166	8,8	1027,687
2170	2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2	1550,1902,1551,1552,1080,518,254,1080,1552,1550,1551,254,1080,720,1903,720,1080,1552,1551,254
2173	6,6,6,6	1904,1905,844,1905
2174	4,5	303,1906
2177	2,2	1907,1908
2178	7,7	1909,1910
2180	6,6	1911,1912
2184	2,2,0,0,0,0,0	1913,168,1914,1915,315,192,191
2186	5,5,5,5,5,5,5,5,5,6,5,5	1916,1917,230,1917,230,1917,230,1917,230,1918,1916,230
2187	0,0,0,0	289,1919,289,1919
2192	0,0,0,0	528,1857,1650,528
2200	2,2	520,852
2202	2,2,2	689,1920,161
2203	0,0,0,0	1878,682,63,779
2204	1,1,1,1,1,1,1,1,1,1	1921,1922,1923,1924,1925,1926,1927,1928,1929,1930
2208	2,2,2,0,0,6,0,0,0,0,0,0,0,0,0,0,2,2,2	693,160,694,1931,1932,1933,463,1934,31,1935,1936,710,1154,1937,1938,1524,693,1939,1940
2209	2,2	1941,1942
2210	6,6	1007,1409
2211	5,5	1943,1944
2214	2,2,2	507,1337,1399
2216	5,5	1945,1946
2218	2,2	258,1947
2222	1,1,0,0,4,0	34,1869,281,283,1948,113
2223	4,4	178,223
2227	2,2	1534,1095
2228	0,0,0	1261,1122,573
2230	8,8	60,943
2232	0,0,0	400,169,1949
2236	0,0	779,1878
2238	0,0	116,439
2243	2,2,2,2,2,2,2,2,2	4,1550,999,518,1950,918,253,848,254
2246	2,2,2,2,2	1951,1952,1951,1952,1953
2247	2,6	1796,417
2250	4,4	510,509
2251	2,2	1444,701
2256	2,2	853,911
2258	2,2,2	1954,1955,1956
2261	1,1	1957,1958
2266	2,2,4,4,2,4,2,2,2,2,2,2	1959,909,1282,1960,909,1961,1790,1962,1963,1835,718,1964
2267	2,2,2,2	1965,1966,1967,1966
2269	2,2,2,2,2,2	235,507,264,3,266,507
2271	0,5,2,2,2,2	976,1968,219,220,222,219
2274	2,2,2	428,429,428
2275	0,2	778,1969
2276	2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0	459,1049,458,1049,1665,1970,1665,1971,646,459,1971,1663,1971,1972,1972,1973,1972,10,1245,945,1416,946,1974,315
2279	2,2	552,148
2280	6,6	1975,1976
2289	5,5	559,226
2292	2,2	1977,765
2294	2,2	700,107
2301	0,0,0,0	130,233,573,130
2302	2,2,2,2	1978,1979,1978,1979
2305	2,2,2,2,2	1951,1980,1981,1951,1952
2306	0,0,0,0,0,0,2	586,1041,1982,1848,62,639,1595
2307	6,6,6	1452,1410,1983
2309	8,8	1591,59
2311	2,2,2	1984,1376,1985
2314	0,0,0,0,0,0,0	754,439,199,754,199,439,73
2318	2,2,2	432,1622,1102
2319	2,2,2	1986,1986,1986
2320	4,4	510,509
2322	9,5	1664,354
2325	0,0	188,116
2328	2,2	1023,56
2329	5,5	1098,1174
2333	0,0,0,0,0,0,0	1572,31,463,462,29,46,397
2336	6,6	844,1905
2337	6,6,6	1987,569,1988
2340	2,2,2,2,2	1989,542,1990,804,1991
2341	2,2,2	1991,1159,1210
2343	0,0,0,0,0	1245,130,52,51,1666
2345	2,2,2	608,254,253
2347	0,0	52,1666
2350	2,2	930,788
2352	2,2	1992,1993
2353	5,5,5	1172,1994,1076
2354	2,2	1720,1995
2355	6,6,6,6,6	455,1996,1323,1997,1323
2357	0,0,0,0,0,0	1949,969,463,31,182,181
2359	2,2,2	244,247,244
2361	0,0,0	289,1041,287
2362	2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2	1998,595,1998,1999,1998,2000,2001,2002,596,2003,2004,1672,596,2002,2001,2000,1998,1999,2005,2006,2007
2363	1,1,1	582,581,2008
2364	2,2,2	2009,1350,2010
2365	5,5,5,5,5,5,5,8	376,2011,450,383,2012,226,2013,1564
2366	0,0	641,738
2368	5,5,5	2014,2015,2016
2369	6,5	706,2017
2373	2,2,2	264,240,248
2375	8,8	2018,406
2377	5,0	1766,800
2378	2,2	2019,2020
2385	2,2,2,2	2021,2022,2023,2024
2386	0,0,0,0	181,512,182,181
2387	1,0	121,490
2390	8,8,8	614,615,613
2391	8,8	1457,832
2392	2,2,2,2,2	1321,243,3,371,961
2395	2,2,2,2	838,2025,2026,2027
2396	0,0,0,0,0,0,0,0,0,6	975,288,287,1041,977,1269,290,715,979,2028
2400	5,5	2029,16
2401	1,1,1	521,33,521
2402	8,8	2030,513
2403	0,0	1864,1863
2411	2,2	1146,1144
2412	2,2,2,2,2,2	94,93,2031,542,2032,541
2414	2,2,2,2,2,2,2,2	2033,875,2033,872,2034,873,874,872
2415	1,1,1,1,1,2,2	989,2035,2035,2036,2037,2038,148
2417	0,0	501,123
2418	5,5	2039,679
2419	8,8,8,8	2040,2041,2042,2043
2425	5,5	724,806
2427	6,6,6,6,6,6,6	2044,2045,112,1904,1301,2046,2047
2429	6,6,6,6,6,6	1408,1452,2048,1313,1408,1452
2430	5,5	2049,2049
2434	5,2,2,2,2	2050,1045,1799,1656,910
2438	6,6,6,6,6,6,6	2028,2051,2052,2053,2054,2028,2054
2440	2,2,2	2055,903,2056
2441	4,4	740,224
2446	5,5,5,5,5,5,5,5,5,5	2057,2058,2059,1266,1621,2058,333,1621,2060,2061
2448	1,1,1,1	2062,2063,686,2064
2449	2,2	2065,948
2452	3,0	2066,2067
2453	8,8	1027,687
2454	5,7,7,7,5	2068,1073,2069,1625,480
2458	2,2,2	355,1971,646
2462	5,5	2070,1266
2466	0,0,4	1555,31,272
2467	1,1	2071,2008
2471	5,5	1170,650
2472	0,0,0,0	126,127,119,126
2474	6,6	1976,1410
2478	3,6	2072,2073
2480	2,2,2,2,2,2,2,2,2,2,2,2	1966,2074,1965,2075,2074,2076,2074,1965,1276,2026,838,2026
2481	0,0	1218,715
2482	5,5,5	388,591,592
2485	2,2,2,2,2,2,2,2,2,2,2,2,2	2077,1030,286,53,244,53,371,1021,53,56,1908,57,371
2487	2,2,2,2	2078,160,168,688
2489	8,8	2079,1800
2490	2,2,2,2,2,2	2080,363,2081,798,2082,1962
2491	8,8	2083,2084
2492	2,2,2	2085,886,505
2494	6,6,6,6	1008,2048,1408,1221
2497	8,8,8,8,8,8,8	1791,2086,1791,1457,1791,1454,1791
2498	2,2,2	352,190,1657
2499	0,0,0	950,2087,2088
2502	0,0,0,2,2	130,128,170,2089,2090
2503	0,0,0	2091,573,2091
2505	2,2	2092,2093
2506	0,0	30,188
2507	6,6,6	2094,2095,2096
2509	2,2,2,2,2,2,2,2,2,2	3,243,2,3,243,2,1321,2,3,1400
2510	2,2	308,1471
2511	2,2,2,2	1333,2097,1354,999
2514	2,2	18,852
2515	2,2,2,2,2,2,4,0	47,366,367,19,367,2098,2099,2100
2516	2,3,3	888,1433,2101
2519	0,0	116,74
2523	0,0	74,116
2526	3,3,5,5,2,2,2,2,2,2,2,2	2102,2103,1252,2104,2105,1213,985,1537,2106,857,2107,2108
2528	0,0,0	682,681,682
2530	4,4,4,1,5	2109,2110,2111,2112,2113
2531	8,8,8,5,5,5,5,5,5,5,5,5,5,5,8	2114,2115,2114,1684,2116,2117,1683,1684,2116,957,2118,957,566,2119,2120
2532	0,0	2121,2122
2534	0,0	1245,125
2538	0,0,0,0	155,734,1417,890
2545	10,2,10	2123,1951,2123
2546	2,2,2,2	2124,352,353,391
2548	0,0,0	80,233,407
2549	5,5	354,1819
2550	8,8	2125,2126
2551	4,4,4,4,4,4,4	2127,2128,2129,2130,2131,2132,880
2552	0,0,0	289,2133,1269
2555	0,0	188,74
2558	0,0,0	785,74,785
2560	5,5	724,725
2563	0,0	462,463
2567	8,8	1485,2134
2571	5,5,5	2135,2136,724
2572	2,2,2	2137,792,2138
2575	1,1,0	640,1059,979
2577	8,8	60,687
2582	3,3,3	2139,2140,2139
2583	5,5	2141,2142
2584	0,0	116,74
2586	0,0,0,0	950,543,2143,396
2588	2,6,2,2,2,2	993,2144,2145,2146,1087,600
2590	12,7,12,12	2147,2148,2147,1703
2595	4,4	1206,370
2596	2,2,2,2,2	1432,1816,1432,2149,1432
2600	2,2,2	1087,1091,1095
2601	2,2	147,189
2605	2,7,2	180,436,180
2611	2,2,2,2	1552,999,552,1273
2615	7,7,7,7	2150,2151,2152,2151
2617	6,6,6,6,6	2153,2154,2155,2153,2155
2619	1,1,1	1563,1494,1563
2620	4,4	488,2156
2626	3,0	2157,63
2627	2,2	2158,1814
2628	0,0	156,155
2632	2,2	2005,2159
2635	2,2,2,2	200,2160,2161,200
2637	2,2,2,2	493,189,1273,189
2638	2,2	2162,2163
2641	5,5,5,5,5	2164,2165,2164,481,2164
2642	0,0,0,0,0,0,0,0,0	1646,839,25,2166,2167,800,915,128,132
2643	5,5,5,5,5,5	612,2168,2169,2170,1493,1805
2645	0,0	512,181
2649	0,0	116,785
2651	7,7	2171,2172
2656	1,1,1,1,1	583,685,583,581,584
2662	0,0	130,573
2663	8,8	118,2173
2664	0,0,0	165,315,81
2666	2,2,2	2174,2175,2176
2667	2,2,2,2,2	17,47,367,366,520
2674	2,2,2	518,1551,720
2675	0,0	30,116
2676	2,2,2,2,2,2,2	244,245,879,917,240,235,237
2677	4,4	2110,2109
2678	2,2,2	493,1443,1360
2679	2,2,2,2,6	930,2177,788,2178,279
2682	3,3	2179,2180
2685	0,0	124,501
2686	2,2,2	217,901,2055
2689	5,5,5,5,5,5,5,5,5,5	1356,2181,1356,2181,1356,1356,1142,2182,1356,2183
2690	4,4,4,1,1	2184,2185,2184,214,585
2691	4,4,4	1948,2186,2187
2698	1,1	685,214
2699	2,2,2,2	552,2188,2189,552
2701	2,2,2	2190,749,1232
2704	5,5	2191,2192
2706	6,6,6,6	2193,2194,2195,2196
2707	4,4	2197,1395
2709	6,6,6,6,6,6,6,6	2198,2199,2200,2198,2199,2200,2199,2198
2711	2,2	295,296
2712	2,2,2,2,2,2	1268,18,367,19,48,47
2713	2,2,2	2201,2202,2098
2721	8,8	2203,2204
2722	2,2	625,2205
2724	8,8	1792,1791
2727	2,2,2,2	847,1956,847,1956
2728	2,2,2	2005,2007,2005
2729	0,0,0,0,0,0,0,0	127,401,122,120,126,122,402,187
2733	8,8,8,8	2206,2207,2206,2126
2737	5,5,5,5,5,5,5,5,5	1549,2208,2209,2210,2211,1549,2212,317,2212
2738	5,5	2183,2183
2740	0,0,0	188,754,439
2741	8,8,8,8,8,8	1589,1588,1589,1590,1589,2213
2742	0,0,0,0	10,1245,186,2214
2745	0,0,0	323,573,130
2746	0,0,0,0	157,156,155,1949
2748	2,2	1088,849
2749	1,1,1	33,523,522
2750	2,2	41,910
2752	0,0	188,199
2756	4,4	2215,2216
2758	2,2,2,2,2,2	911,664,663,594,251,252
2760	0,0,0	132,50,133
2761	0,0	187,133
2769	2,2	2217,2218
2772	4,4	2219,1283
2774	2,2,2	1146,1144,1146
2775	2,2,2,2,2,2,2,2	300,1538,2220,2221,2022,2222,368,350
2777	8,8	2223,1302
2780	1,1	2224,990
2783	0,1	682,395
2786	8,8	60,687
2787	2,2	2225,2226
2788	5,5,5,5,5	2227,1529,1240,1627,1628
2789	0,0,0	1786,287,662
2791	2,2,2	2228,1130,1129
2793	2,2	542,2032
2794	5,5,5,5	2229,1679,375,226
2795	2,2,2	652,719,2230
2796	2,2	240,248
2800	1,1,1	2231,2232,2231
2802	2,2,2	41,40,1129
2804	2,2,2	1789,2233,1789
2805	2,2,2	2234,1760,2234
2806	2,2	1400,265
2808	2,2,2	875,993,875
2809	1,1	2235,2236
2814	2,2,2	442,507,2237
2818	2,5	1292,2238
2819	1,1,1,1,1,1,1,1	2239,2240,995,996,2241,2240,2240,2241
2826	2,2,2	2242,2243,2242
2827	0,0,0,0	188,116,188,74
2831	6,6,6,6,6	604,605,2244,2245,2246
2832	7,7,7,0	1626,1110,2247,2248
2834	5,5,5,5	1777,1077,1076,557
2835	2,2	2249,637
2837	0,0	188,74
2838	0,0	126,2250
2847	12,12,12,7,12,7	2251,1604,1605,2252,2147,2253
2851	2,2	1653,1642
2852	0,2,2,2	116,2254,653,2254
2855	2,2	1377,2160
2867	1,1	138,775
2868	0,0	2255,32
2869	2,2	190,1656
2870	0,0,7,7,2,2	641,528,2256,1115,161,694
2873	1,1	2257,2258
2879	2,2,2	45,168,45
2881	5,5,5,5	1309,2259,1645,1309
2882	0,0	188,116
2884	2,2,2,2	300,1541,300,2260
2885	6,2,2,2	85,352,2261,2262
2889	2,2	429,428
2890	5,5,5,5,5,5,8,8,8	2263,2264,2265,2264,2266,2267,1486,2268,1486
2894	12,7	1614,2269
2896	0,0,0,0	439,754,439,116
2897	2,2,2,2,2	1091,1095,1272,1095,1964
2898	0,0	188,199
2901	2,2	2270,909
2905	8,8	118,687
2908	6,6	2271,2272
2909	4,5	2273,2274
2914	2,2	587,928
2915	2,2	2275,1104
2918	6,6,6,6,6,6,6,6,6,6	2276,2277,1435,2278,2276,2279,2277,2280,2281,2276
2919	2,2,0,0,0,8,0,0,0,0,0,0,5	729,1540,116,188,754,2282,289,1154,1560,516,2283,31,2284
2920	2,2,2,2,2,2,2,2,2,2,2	2285,2286,2225,2287,1898,2288,561,562,1162,1161,1162
2925	5,5,5,5,5,5,5	592,388,1732,591,2142,590,100
2930	1,1	584,581
2934	5,5	2289,2183
2935	0,0,0,8	74,439,754,2290
2937	0,0,0,0	74,30,74,439
2939	8,8	1791,1591
2941	2,2,2,2	2291,428,476,2291
2942	2,2,2,2,2,2,2	3,54,3,1378,371,1407,1378
2947	0,0	116,439
2948	2,2	235,239
2950	2,2,2,2,2,2,2,2,2,2,2	6,1235,161,168,689,1094,252,348,311,252,1823
2951	2,2,2	853,507,1399
2952	3,3	2292,1011
2957	8,8,8,8,8	2293,2294,2084,2295,2296
2960	2,2	2297,1532
2966	4,4	2298,2299
2969	8,8	1591,2213
2970	8,8,8	2086,1454,2086
2974	0,8	63,1590
2975	8,8	2300,2301
2976	8,8	1457,2302
2978	12,12	1613,1605
2981	2,2,2,2	220,1092,2303,572
2988	2,2	1583,418
2990	8,8	60,118
2995	0,0,0,0	400,401,927,1261
2997	2,0,0	992,10,1245
2999	2,0	217,2304
3001	0,0	130,573
3003	8,8,8	687,60,822
3005	5,5	1687,1195
3009	8,8	687,943
3010	2,3,0,6	2305,2306,156,2307
3012	2,2	2308,843
3013	1,1	2309,2309
3019	0,0	660,871
3020	8,8,8	2310,2311,2312
3022	5,5,2,2,2,2,2,2,2,2,2	1580,498,1663,1971,457,461,460,514,647,461,2313
3023	2,2	366,852
3024	0,0,0,0	155,157,735,2314
3025	2,2,2	22,2315,1232
3027	0,2,2,5,4,2,2,0,2,2,2,2	915,39,2316,2317,952,349,2318,915,348,2319,39,694
3028	2,6,6,2,2,2	850,2320,2321,542,540,2322
3030	0,0,0	122,169,31
3032	2,2,2,2,2,2	1553,310,1553,2323,2324,2323
3034	5,0,0,0	2325,2326,1778,192
3035	1,1,1	2327,2328,2329
3037	8,8,8	2330,2296,2331
3038	0,0,0,2,2	192,2332,972,2333,855
3040	5,5,5	2334,2335,2336
3043	6,6,6	324,85,324
3044	1,1	137,891
3045	4,4	510,509
3048	2,2,2,2,2,2	816,2337,248,242,248,575
3050	2,2,2,2,2,2	459,646,1049,1048,2338,217
3056	8,8,8,8,8,8	2223,1303,2339,1303,2223,1303
3057	1,1,1	523,521,1328
3061	0,0	199,188
3063	0,0,0,0	172,982,81,2340
3068	0,0	218,52
3071	5,5,5	226,2341,1285
3072	2,2	2287,2342
3076	0,0	46,1393
3080	2,2,2	243,1379,1028
3081	2,2,2,2,2,2,2,2,2,2,2,2	1094,551,295,2343,2344,2345,296,1567,2346,297,294,2347
3085	2,2,2	1355,692,720
3089	2,2,2,2,2	19,17,18,48,47
3092	2,2,2	168,2348,1881
3093	1,1,1,1	2349,2350,2351,2350
3099	8,8	60,687
3102	6,6	709,2048
3105	3,0	2139,573
3106	2,2	168,39
3107	1,1	121,1398
3110	0,0	1878,682
3112	0,0	116,188
3113	8,8,8,8,8,8,8	60,118,60,1027,60,1027,60
3114	5,6,5	2352,2353,1877
3116	2,2,2	2354,2355,2356
3118	0,0	74,439
3119	1,1,1,1	2241,2357,2358,1921
3121	8,8	2359,2360
3122	0,0,0	132,133,1231
3123	0,0,0,0	313,32,1261,927
3124	2,2	1064,1064
3125	1,2	1680,217
3126	6,2,2	1634,220,219
3128	2,2	93,94
3130	8,8,8	292,467,468
3131	5,5	2361,2135
3132	0,0	74,30
3138	4,4	2362,2363
3144	2,2	843,1014
3145	2,2,2	352,2364,353
3149	6,6,6,6,6,2,2,2,2	2365,2366,1317,2367,2368,2369,2370,1349,2371
3153	8,8	2372,406
3154	2,2,2,2,2,2,2,2,2,2,2,2,2,2,2	2373,2374,2375,2376,245,718,2377,2378,2379,1780,1790,716,2380,717,2381
3155	0,0,0	487,871,543
3156	0,0	785,74
3158	2,2,2,2,2,2,2	1595,759,1593,766,445,638,634
3159	6,6,6,6	1410,1007,324,85
3160	4,4	1206,370
3162	0,0,8	122,116,2312
3165	0,0	439,74
3169	1,1,1	2382,2383,2382
3171	3,3,3,3	2384,2385,2384,2386
3176	5,2	2387,2388
3180	8,6	2389,99
3181	5,5	2060,2070
3188	2,2,2,2	1534,2390,2391,1536
3189	12,12,12,7,7,12,7	2392,1606,1609,2393,2394,2392,2395
3191	5,5,5	450,226,376
3193	2,2,0,0	1883,1251,2396,9
3197	1,1	1148,891
3200	5,5,5,5	2397,560,226,559
3204	2,2	852,18
3206	0,0	1271,738
3207	5,5,5,5	557,2398,679,2039
3208	5,5,5	1172,557,1172
3211	5,5,5	1202,2399,2400
3216	2,2	503,1963
